Date,Day,Month,MonthNumber,Quarter,Weekday,Year
2024-05-17 00:00:00,17,May,5,Q2,Friday,2024
2024-05-18 00:00:00,18,May,5,Q2,Saturday,2024
2024-05-19 00:00:00,19,May,5,Q2,Sunday,2024
2024-05-20 00:00:00,20,May,5,Q2,Monday,2024
2024-05-21 00:00:00,21,May,5,Q2,Tuesday,2024
2024-05-22 00:00:00,22,May,5,Q2,Wednesday,2024
2024-05-23 00:00:00,23,May,5,Q2,Thursday,2024
2024-05-24 00:00:00,24,May,5,Q2,Friday,2024
2024-05-25 00:00:00,25,May,5,Q2,Saturday,2024
2024-05-26 00:00:00,26,May,5,Q2,Sunday,2024
2024-05-27 00:00:00,27,May,5,Q2,Monday,2024
2024-05-28 00:00:00,28,May,5,Q2,Tuesday,2024
2024-05-29 00:00:00,29,May,5,Q2,Wednesday,2024
2024-05-30 00:00:00,30,May,5,Q2,Thursday,2024
2024-05-31 00:00:00,31,May,5,Q2,Friday,2024
2024-06-01 00:00:00,1,June,6,Q2,Saturday,2024
2024-06-02 00:00:00,2,June,6,Q2,Sunday,2024
2024-06-03 00:00:00,3,June,6,Q2,Monday,2024
2024-06-04 00:00:00,4,June,6,Q2,Tuesday,2024
2024-06-05 00:00:00,5,June,6,Q2,Wednesday,2024
2024-06-06 00:00:00,6,June,6,Q2,Thursday,2024
2024-06-07 00:00:00,7,June,6,Q2,Friday,2024
2024-06-08 00:00:00,8,June,6,Q2,Saturday,2024
2024-06-09 00:00:00,9,June,6,Q2,Sunday,2024
2024-06-10 00:00:00,10,June,6,Q2,Monday,2024
2024-06-11 00:00:00,11,June,6,Q2,Tuesday,2024
2024-06-12 00:00:00,12,June,6,Q2,Wednesday,2024
2024-06-13 00:00:00,13,June,6,Q2,Thursday,2024
2024-06-14 00:00:00,14,June,6,Q2,Friday,2024
2024-06-15 00:00:00,15,June,6,Q2,Saturday,2024
2024-06-16 00:00:00,16,June,6,Q2,Sunday,2024
2024-06-17 00:00:00,17,June,6,Q2,Monday,2024
2024-06-18 00:00:00,18,June,6,Q2,Tuesday,2024
2024-06-19 00:00:00,19,June,6,Q2,Wednesday,2024
2024-06-20 00:00:00,20,June,6,Q2,Thursday,2024
2024-06-21 00:00:00,21,June,6,Q2,Friday,2024
2024-06-22 00:00:00,22,June,6,Q2,Saturday,2024
2024-06-23 00:00:00,23,June,6,Q2,Sunday,2024
2024-06-24 00:00:00,24,June,6,Q2,Monday,2024
2024-06-25 00:00:00,25,June,6,Q2,Tuesday,2024
2024-06-26 00:00:00,26,June,6,Q2,Wednesday,2024
2024-06-27 00:00:00,27,June,6,Q2,Thursday,2024
2024-06-28 00:00:00,28,June,6,Q2,Friday,2024
2024-06-29 00:00:00,29,June,6,Q2,Saturday,2024
2024-06-30 00:00:00,30,June,6,Q2,Sunday,2024
2024-07-01 00:00:00,1,July,7,Q3,Monday,2024
2024-07-02 00:00:00,2,July,7,Q3,Tuesday,2024
2024-07-03 00:00:00,3,July,7,Q3,Wednesday,2024
2024-07-04 00:00:00,4,July,7,Q3,Thursday,2024
2024-07-05 00:00:00,5,July,7,Q3,Friday,2024
2024-07-06 00:00:00,6,July,7,Q3,Saturday,2024
2024-07-07 00:00:00,7,July,7,Q3,Sunday,2024
2024-07-08 00:00:00,8,July,7,Q3,Monday,2024
2024-07-09 00:00:00,9,July,7,Q3,Tuesday,2024
2024-07-10 00:00:00,10,July,7,Q3,Wednesday,2024
2024-07-11 00:00:00,11,July,7,Q3,Thursday,2024
2024-07-12 00:00:00,12,July,7,Q3,Friday,2024
2024-07-13 00:00:00,13,July,7,Q3,Saturday,2024
2024-07-14 00:00:00,14,July,7,Q3,Sunday,2024
2024-07-15 00:00:00,15,July,7,Q3,Monday,2024
2024-07-16 00:00:00,16,July,7,Q3,Tuesday,2024
2024-07-17 00:00:00,17,July,7,Q3,Wednesday,2024
2024-07-18 00:00:00,18,July,7,Q3,Thursday,2024
2024-07-19 00:00:00,19,July,7,Q3,Friday,2024
2024-07-20 00:00:00,20,July,7,Q3,Saturday,2024
2024-07-21 00:00:00,21,July,7,Q3,Sunday,2024
2024-07-22 00:00:00,22,July,7,Q3,Monday,2024
2024-07-23 00:00:00,23,July,7,Q3,Tuesday,2024
2024-07-24 00:00:00,24,July,7,Q3,Wednesday,2024
2024-07-25 00:00:00,25,July,7,Q3,Thursday,2024
2024-07-26 00:00:00,26,July,7,Q3,Friday,2024
2024-07-27 00:00:00,27,July,7,Q3,Saturday,2024
2024-07-28 00:00:00,28,July,7,Q3,Sunday,2024
2024-07-29 00:00:00,29,July,7,Q3,Monday,2024
2024-07-30 00:00:00,30,July,7,Q3,Tuesday,2024
2024-07-31 00:00:00,31,July,7,Q3,Wednesday,2024
2024-08-01 00:00:00,1,August,8,Q3,Thursday,2024
2024-08-02 00:00:00,2,August,8,Q3,Friday,2024
2024-08-03 00:00:00,3,August,8,Q3,Saturday,2024
2024-08-04 00:00:00,4,August,8,Q3,Sunday,2024
2024-08-05 00:00:00,5,August,8,Q3,Monday,2024
2024-08-06 00:00:00,6,August,8,Q3,Tuesday,2024
2024-08-07 00:00:00,7,August,8,Q3,Wednesday,2024
2024-08-08 00:00:00,8,August,8,Q3,Thursday,2024
2024-08-09 00:00:00,9,August,8,Q3,Friday,2024
2024-08-10 00:00:00,10,August,8,Q3,Saturday,2024
2024-08-11 00:00:00,11,August,8,Q3,Sunday,2024
2024-08-12 00:00:00,12,August,8,Q3,Monday,2024
2024-08-13 00:00:00,13,August,8,Q3,Tuesday,2024
2024-08-14 00:00:00,14,August,8,Q3,Wednesday,2024
2024-08-15 00:00:00,15,August,8,Q3,Thursday,2024
2024-08-16 00:00:00,16,August,8,Q3,Friday,2024
2024-08-17 00:00:00,17,August,8,Q3,Saturday,2024
2024-08-18 00:00:00,18,August,8,Q3,Sunday,2024
2024-08-19 00:00:00,19,August,8,Q3,Monday,2024
2024-08-20 00:00:00,20,August,8,Q3,Tuesday,2024
2024-08-21 00:00:00,21,August,8,Q3,Wednesday,2024
2024-08-22 00:00:00,22,August,8,Q3,Thursday,2024
2024-08-23 00:00:00,23,August,8,Q3,Friday,2024
2024-08-24 00:00:00,24,August,8,Q3,Saturday,2024
2024-08-25 00:00:00,25,August,8,Q3,Sunday,2024
2024-08-26 00:00:00,26,August,8,Q3,Monday,2024
2024-08-27 00:00:00,27,August,8,Q3,Tuesday,2024
2024-08-28 00:00:00,28,August,8,Q3,Wednesday,2024
2024-08-29 00:00:00,29,August,8,Q3,Thursday,2024
2024-08-30 00:00:00,30,August,8,Q3,Friday,2024
2024-08-31 00:00:00,31,August,8,Q3,Saturday,2024
